admission_number,date,status,remarks
STU0016,21-05-2024,PRESENT,
STU0478,09-11-2023,PRESENT,
STU0258,30-08-2023,PRESENT,
STU0112,02-11-2024,PRESENT,
STU0361,06-01-2024,ABSENT,Family event
STU0276,06-07-2024,PRESENT,
STU0113,28-03-2025,PRESENT,
STU0185,06-07-2024,LEAVE,
STU0100,05-01-2026,PRESENT,
STU0195,23-08-2025,PRESENT,
STU0111,27-04-2023,PRESENT,
STU0188,02-06-2025,PRESENT,
STU0493,01-02-2024,PRESENT,
STU0478,05-02-2024,PRESENT,
STU0185,08-03-2025,PRESENT,
STU0425,13-06-2023,PRESENT,
STU0046,14-07-2025,PRESENT,
STU0147,23-12-2025,PRESENT,
STU0429,30-10-2025,PRESENT,
STU0389,02-07-2024,LATE,
STU0208,12-04-2024,PRESENT,
STU0432,12-05-2025,PRESENT,
STU0222,06-02-2025,PRESENT,
STU0338,05-04-2024,PRESENT,
STU0276,01-11-2024,PRESENT,
STU0275,10-12-2024,PRESENT,
STU0101,26-07-2024,PRESENT,
STU0260,08-01-2026,PRESENT,
STU0061,02-11-2024,PRESENT,
STU0044,17-08-2024,PRESENT,
STU0217,20-02-2026,LEAVE,
STU0276,23-09-2024,PRESENT,
STU0366,24-04-2023,PRESENT,
STU0010,08-03-2025,LATE,
STU0390,26-11-2024,PRESENT,
STU0311,10-09-2025,PRESENT,
STU0152,30-06-2025,PRESENT,
STU0008,01-02-2024,PRESENT,
STU0143,28-08-2024,PRESENT,
STU0452,28-03-2025,PRESENT,
STU0303,31-07-2024,ABSENT,Sick
STU0067,02-05-2025,PRESENT,
STU0357,11-09-2024,PRESENT,
STU0187,08-03-2025,LATE,
STU0008,31-07-2023,PRESENT,
STU0206,29-01-2024,PRESENT,
STU0476,17-08-2024,PRESENT,
STU0211,20-04-2023,PRESENT,
STU0010,12-04-2024,PRESENT,
STU0242,31-07-2024,PRESENT,
STU0307,02-01-2026,PRESENT,
STU0055,08-01-2026,PRESENT,
STU0166,24-04-2023,PRESENT,
STU0485,09-11-2023,ABSENT,Family event
STU0162,31-07-2024,ABSENT,Family event
STU0113,03-12-2024,PRESENT,
STU0357,01-02-2024,PRESENT,
STU0185,01-11-2024,PRESENT,
STU0389,10-12-2024,PRESENT,
STU0311,16-04-2025,ABSENT,Sick
STU0430,08-03-2025,HALF_DAY,
STU0456,28-03-2025,PRESENT,
STU0022,21-02-2024,PRESENT,
STU0258,05-02-2024,PRESENT,
STU0432,30-04-2025,PRESENT,
STU0307,16-12-2025,PRESENT,
STU0246,22-11-2025,ABSENT,Not informed
STU0078,09-12-2023,PRESENT,
STU0010,23-09-2024,LEAVE,
STU0073,01-07-2024,PRESENT,
STU0187,01-11-2024,PRESENT,
STU0438,17-11-2023,PRESENT,
STU0044,01-11-2024,PRESENT,
STU0477,12-03-2024,LATE,
STU0086,17-11-2023,PRESENT,
STU0111,01-02-2024,PRESENT,
STU0275,06-07-2024,PRESENT,
STU0457,28-08-2023,PRESENT,
STU0450,19-12-2023,ABSENT,Not informed
STU0016,04-07-2024,ABSENT,
STU0057,01-03-2024,PRESENT,
STU0319,27-03-2025,PRESENT,
STU0222,18-06-2024,PRESENT,
STU0147,22-06-2023,PRESENT,
STU0342,03-12-2024,PRESENT,
STU0336,13-02-2024,LATE,
STU0026,26-07-2024,PRESENT,
STU0217,03-02-2026,PRESENT,
STU0044,21-05-2024,PRESENT,
STU0078,17-11-2023,PRESENT,
STU0336,10-05-2023,PRESENT,
STU0361,06-09-2023,PRESENT,
STU0126,23-09-2024,PRESENT,
STU0044,19-11-2024,PRESENT,
STU0311,23-08-2025,ABSENT,Sick
STU0246,12-05-2025,PRESENT,
STU0392,24-06-2023,PRESENT,
STU0343,02-06-2023,PRESENT,
STU0425,17-07-2023,PRESENT,
STU0347,10-05-2023,PRESENT,
STU0347,30-11-2023,PRESENT,
STU0324,02-01-2026,PRESENT,
STU0195,20-06-2025,PRESENT,
STU0105,11-06-2024,LATE,
STU0217,22-11-2025,PRESENT,
STU0260,10-09-2025,PRESENT,
STU0493,26-09-2023,ABSENT,Not informed
STU0324,15-03-2024,PRESENT,
STU0064,19-06-2023,PRESENT,
STU0332,29-10-2025,PRESENT,
STU0476,28-03-2025,PRESENT,
STU0272,02-06-2025,ABSENT,Not informed
STU0206,07-06-2023,PRESENT,
STU0338,01-10-2024,LATE,
STU0211,12-02-2026,PRESENT,
STU0336,02-05-2025,PRESENT,
STU0126,06-02-2025,PRESENT,
STU0390,04-07-2024,ABSENT,Not informed
STU0195,29-10-2025,PRESENT,
STU0152,28-08-2025,PRESENT,
STU0216,02-01-2026,PRESENT,
STU0366,09-11-2023,PRESENT,
STU0450,24-04-2023,PRESENT,
STU0039,02-05-2025,PRESENT,
STU0136,10-01-2026,PRESENT,
STU0324,12-01-2026,PRESENT,
STU0064,13-02-2024,PRESENT,
STU0382,30-08-2023,PRESENT,
STU0241,01-10-2024,PRESENT,
STU0258,04-03-2024,ABSENT,Sick
STU0356,08-02-2024,PRESENT,
STU0186,15-09-2023,PRESENT,
STU0298,02-06-2023,PRESENT,
STU0418,06-01-2024,PRESENT,
STU0126,12-04-2024,PRESENT,
STU0086,21-02-2024,PRESENT,
STU0270,01-10-2024,PRESENT,
STU0207,02-07-2024,PRESENT,
STU0079,20-04-2023,PRESENT,
STU0086,12-12-2023,PRESENT,
STU0390,02-11-2024,PRESENT,
STU0390,03-12-2024,PRESENT,
STU0438,26-09-2023,LATE,
STU0207,17-07-2023,PRESENT,
STU0061,06-07-2024,PRESENT,
STU0033,23-12-2025,PRESENT,
STU0365,19-06-2023,PRESENT,
STU0246,02-01-2026,PRESENT,
STU0022,03-10-2023,PRESENT,
STU0491,12-03-2024,PRESENT,
STU0418,13-06-2023,ABSENT,Not informed
STU0046,16-04-2025,PRESENT,
STU0010,01-08-2024,PRESENT,
STU0349,26-09-2023,PRESENT,
STU0101,26-11-2024,ABSENT,Family event
STU0157,28-03-2025,PRESENT,
STU0222,30-07-2024,PRESENT,
STU0382,26-09-2023,PRESENT,
STU0311,05-01-2026,PRESENT,
STU0192,12-04-2024,PRESENT,
STU0275,27-03-2025,PRESENT,
STU0078,10-09-2025,ABSENT,Not informed
STU0152,12-01-2026,PRESENT,
STU0186,19-03-2024,LATE,
STU0425,10-05-2023,PRESENT,
STU0274,13-06-2023,PRESENT,
STU0380,04-06-2025,PRESENT,
STU0211,05-09-2025,PRESENT,
STU0112,10-12-2024,LATE,
STU0126,02-09-2024,PRESENT,
STU0286,22-08-2025,PRESENT,
STU0111,19-03-2024,PRESENT,
STU0055,30-10-2025,PRESENT,
STU0055,23-12-2025,PRESENT,
STU0222,02-07-2024,PRESENT,
STU0016,08-03-2025,PRESENT,
STU0207,02-06-2023,PRESENT,
STU0256,04-06-2025,PRESENT,
STU0307,12-04-2025,PRESENT,
STU0316,22-06-2023,PRESENT,
STU0187,16-05-2024,PRESENT,
STU0493,31-07-2023,PRESENT,
STU0230,09-11-2023,HALF_DAY,
STU0430,21-05-2024,PRESENT,
STU0303,21-05-2024,PRESENT,
STU0319,10-12-2024,PRESENT,
STU0361,07-06-2023,PRESENT,
STU0509,12-12-2023,PRESENT,
STU0325,01-11-2024,PRESENT,
STU0456,01-08-2024,PRESENT,
STU0140,21-02-2024,PRESENT,
STU0162,12-02-2025,ABSENT,Sick
STU0086,28-08-2023,PRESENT,
STU0192,01-08-2024,PRESENT,
STU0055,16-04-2025,PRESENT,
STU0157,28-08-2024,PRESENT,
STU0380,10-12-2024,PRESENT,
STU0357,09-11-2023,ABSENT,Not informed
STU0418,20-04-2023,PRESENT,
STU0206,03-06-2023,PRESENT,
STU0113,29-05-2024,LATE,
STU0452,01-11-2024,PRESENT,
STU0395,30-07-2024,PRESENT,
STU0143,05-04-2024,PRESENT,
STU0342,01-11-2024,PRESENT,
STU0357,17-11-2023,PRESENT,
STU0185,02-07-2024,PRESENT,
STU0100,28-08-2025,PRESENT,
STU0258,14-04-2023,PRESENT,
STU0208,01-08-2024,ABSENT,
STU0361,20-04-2023,ABSENT,Family event
STU0111,26-11-2024,HALF_DAY,
STU0152,23-06-2025,LATE,
STU0493,22-01-2024,PRESENT,
STU0380,06-07-2024,PRESENT,
STU0206,01-02-2024,PRESENT,
STU0382,15-09-2023,PRESENT,
STU0430,10-09-2025,PRESENT,
STU0216,12-02-2026,PRESENT,
STU0260,03-02-2026,PRESENT,
STU0246,14-04-2025,PRESENT,
STU0418,22-01-2024,PRESENT,
STU0105,05-08-2024,PRESENT,
STU0389,12-02-2025,PRESENT,
STU0324,05-02-2024,PRESENT,
STU0258,19-12-2023,PRESENT,
STU0211,10-12-2024,PRESENT,
STU0324,06-09-2023,PRESENT,
STU0357,04-07-2024,PRESENT,
STU0287,08-12-2025,PRESENT,
STU0276,12-02-2025,PRESENT,
STU0057,07-06-2023,PRESENT,
STU0206,06-09-2023,PRESENT,
STU0061,27-03-2025,PRESENT,
STU0078,15-09-2023,ABSENT,Sick
STU0242,01-11-2024,PRESENT,
STU0382,07-06-2023,PRESENT,
STU0052,24-04-2023,PRESENT,
STU0079,19-03-2024,PRESENT,
STU0403,29-10-2025,PRESENT,
STU0022,20-04-2023,LEAVE,Medical leave
STU0338,11-09-2024,ABSENT,Sick
STU0405,16-12-2025,PRESENT,
STU0319,01-11-2024,PRESENT,
STU0207,30-11-2023,PRESENT,
STU0211,14-06-2025,ABSENT,
STU0432,30-10-2025,PRESENT,
STU0405,29-10-2025,PRESENT,
STU0101,05-08-2024,ABSENT,Sick
STU0316,19-06-2023,PRESENT,
STU0311,19-02-2026,ABSENT,
STU0113,15-07-2024,PRESENT,
STU0392,22-06-2023,PRESENT,
STU0403,02-01-2026,PRESENT,
STU0430,19-04-2025,PRESENT,
STU0258,15-09-2023,PRESENT,
STU0389,01-07-2024,ABSENT,
STU0112,26-09-2024,PRESENT,
STU0254,27-03-2025,PRESENT,
STU0126,21-05-2024,PRESENT,
STU0392,09-11-2023,PRESENT,
STU0425,03-06-2023,PRESENT,
STU0208,18-06-2024,PRESENT,
STU0457,09-12-2023,PRESENT,
STU0061,18-06-2024,PRESENT,
STU0066,15-10-2024,PRESENT,
STU0365,01-03-2024,PRESENT,
STU0452,19-11-2024,PRESENT,
STU0147,15-09-2023,PRESENT,
STU0258,12-12-2023,PRESENT,
STU0195,13-01-2026,PRESENT,
STU0429,29-10-2025,PRESENT,
STU0073,21-05-2024,PRESENT,
STU0212,20-02-2026,PRESENT,
STU0187,06-02-2025,PRESENT,
STU0034,14-04-2023,PRESENT,
STU0046,22-11-2025,LATE,
STU0477,09-11-2023,LEAVE,Medical leave
STU0493,01-03-2024,PRESENT,
STU0111,21-05-2024,PRESENT,
STU0287,05-09-2025,PRESENT,
STU0052,12-03-2024,ABSENT,Family event
STU0349,01-03-2024,PRESENT,
STU0258,06-09-2023,PRESENT,
STU0157,19-11-2024,PRESENT,
STU0195,22-08-2025,PRESENT,
STU0157,01-08-2024,PRESENT,
STU0073,01-11-2024,PRESENT,
STU0026,23-09-2024,PRESENT,
STU0242,05-08-2024,PRESENT,
STU0272,23-08-2025,PRESENT,
STU0258,21-02-2024,PRESENT,
STU0073,01-08-2024,PRESENT,
STU0278,05-01-2026,PRESENT,
STU0486,01-03-2024,PRESENT,
STU0380,02-09-2024,PRESENT,
STU0195,02-05-2025,PRESENT,
STU0143,02-11-2024,PRESENT,
STU0230,02-06-2023,PRESENT,
STU0034,04-03-2024,PRESENT,
STU0125,06-07-2024,PRESENT,
STU0491,27-04-2023,PRESENT,
STU0349,31-07-2023,PRESENT,
STU0298,15-03-2024,PRESENT,
STU0486,15-03-2024,PRESENT,
STU0307,09-01-2026,HALF_DAY,
STU0380,15-10-2024,PRESENT,
STU0476,27-06-2024,PRESENT,
STU0246,13-01-2026,PRESENT,
STU0456,15-10-2024,PRESENT,
STU0275,28-03-2025,PRESENT,
STU0425,04-03-2024,LATE,
STU0269,05-08-2024,LATE,
STU0395,26-11-2024,PRESENT,
STU0022,09-11-2023,PRESENT,
STU0380,21-05-2024,PRESENT,
STU0256,23-08-2025,PRESENT,
STU0057,12-12-2023,PRESENT,
STU0493,13-06-2023,PRESENT,
STU0338,23-09-2024,PRESENT,
STU0208,28-08-2024,PRESENT,
STU0195,30-04-2025,PRESENT,
STU0457,21-02-2024,PRESENT,
STU0361,19-03-2024,PRESENT,
STU0332,28-08-2025,PRESENT,
STU0477,14-04-2023,PRESENT,
STU0324,13-06-2023,LATE,
STU0064,24-04-2023,ABSENT,Family event
STU0147,26-09-2023,PRESENT,
STU0136,28-08-2025,PRESENT,
STU0452,05-04-2024,PRESENT,
STU0046,20-06-2025,ABSENT,Sick
STU0166,06-01-2024,PRESENT,
STU0486,21-02-2024,LEAVE,Family function
STU0112,03-12-2024,PRESENT,
STU0212,03-11-2025,PRESENT,
STU0061,19-11-2024,PRESENT,
STU0478,01-03-2024,PRESENT,
STU0325,28-03-2025,ABSENT,Sick
STU0390,06-07-2024,PRESENT,
STU0110,28-08-2024,PRESENT,
STU0230,19-12-2023,PRESENT,
STU0061,01-07-2024,PRESENT,
STU0105,02-09-2024,PRESENT,
STU0094,17-11-2023,ABSENT,Family event
STU0079,08-02-2024,PRESENT,
STU0478,19-03-2024,PRESENT,
STU0222,05-08-2024,ABSENT,Family event
STU0207,06-09-2023,PRESENT,
STU0101,10-12-2024,PRESENT,
STU0338,26-07-2024,PRESENT,
STU0325,28-08-2024,LATE,
STU0325,31-07-2024,PRESENT,
STU0357,06-01-2024,PRESENT,
STU0230,28-08-2023,LEAVE,Medical leave
STU0303,11-09-2024,PRESENT,
STU0230,31-07-2023,PRESENT,
STU0342,15-10-2024,PRESENT,
STU0026,27-06-2024,HALF_DAY,
STU0186,12-03-2024,PRESENT,
STU0365,21-02-2024,LEAVE,
STU0336,08-02-2024,PRESENT,
STU0485,17-11-2023,PRESENT,
STU0147,29-01-2024,PRESENT,
STU0125,11-06-2024,PRESENT,
STU0452,27-03-2025,PRESENT,
STU0478,15-03-2024,PRESENT,
STU0180,07-06-2023,PRESENT,
STU0270,02-07-2024,ABSENT,Not informed
STU0272,03-02-2026,PRESENT,
STU0094,13-02-2024,PRESENT,
STU0275,08-03-2025,PRESENT,
STU0325,02-11-2024,PRESENT,
STU0370,12-03-2024,PRESENT,
STU0241,28-08-2024,PRESENT,
STU0256,02-05-2025,PRESENT,
STU0207,26-09-2024,PRESENT,
STU0147,28-08-2025,PRESENT,
STU0258,17-11-2023,PRESENT,
STU0392,08-02-2024,PRESENT,
STU0485,08-07-2023,PRESENT,
STU0147,02-01-2026,PRESENT,
STU0022,01-02-2024,PRESENT,
STU0125,30-07-2024,PRESENT,
STU0272,23-06-2025,PRESENT,
STU0152,12-02-2026,ABSENT,Family event
STU0136,23-08-2025,PRESENT,
STU0395,12-04-2024,ABSENT,
STU0432,08-12-2025,HALF_DAY,
STU0078,29-01-2024,PRESENT,
STU0150,19-02-2026,PRESENT,
STU0044,15-03-2025,HALF_DAY,
STU0136,08-01-2026,PRESENT,
STU0033,05-01-2026,PRESENT,
STU0111,09-12-2023,PRESENT,
STU0278,02-06-2025,PRESENT,
STU0211,10-01-2026,PRESENT,
STU0211,19-12-2023,PRESENT,
STU0061,30-07-2024,ABSENT,Sick
STU0192,01-07-2024,PRESENT,
STU0276,15-03-2025,PRESENT,
STU0272,22-08-2025,ABSENT,Not informed
STU0357,26-09-2024,PRESENT,
STU0438,19-03-2024,PRESENT,
STU0380,22-11-2025,PRESENT,
STU0438,05-02-2024,PRESENT,
STU0450,19-06-2023,PRESENT,
STU0023,23-08-2025,ABSENT,Sick
STU0432,05-01-2026,PRESENT,
STU0010,31-07-2024,HALF_DAY,
STU0067,30-04-2025,PRESENT,
STU0425,06-01-2024,LEAVE,
STU0209,12-05-2025,ABSENT,Not informed
STU0216,23-08-2025,PRESENT,
STU0023,08-01-2026,PRESENT,
STU0380,05-08-2024,PRESENT,
STU0053,14-07-2025,LEAVE,
STU0260,23-06-2025,PRESENT,
STU0478,14-04-2023,LATE,
STU0276,05-08-2024,ABSENT,Family event
STU0491,14-04-2023,PRESENT,
STU0033,09-01-2026,PRESENT,
STU0258,31-07-2023,PRESENT,
STU0086,26-09-2023,PRESENT,
STU0209,05-09-2025,PRESENT,
STU0086,01-03-2024,PRESENT,
STU0086,19-03-2024,PRESENT,
STU0094,06-09-2023,PRESENT,
STU0485,01-03-2024,PRESENT,
STU0256,29-10-2025,PRESENT,
STU0356,01-02-2024,PRESENT,
STU0342,30-09-2024,PRESENT,
STU0216,04-03-2024,PRESENT,
STU0438,02-06-2023,PRESENT,
STU0055,14-06-2025,PRESENT,
STU0461,10-12-2024,PRESENT,
STU0289,28-08-2025,PRESENT,
STU0206,17-11-2023,PRESENT,
STU0008,06-01-2024,ABSENT,Not informed
STU0105,04-07-2024,PRESENT,
STU0143,15-03-2025,PRESENT,
STU0357,26-09-2023,PRESENT,
STU0432,30-06-2025,PRESENT,
STU0041,23-06-2025,PRESENT,
STU0112,18-06-2024,PRESENT,
STU0157,02-07-2024,PRESENT,
STU0425,19-03-2024,PRESENT,
STU0217,20-06-2025,PRESENT,
STU0260,09-01-2026,PRESENT,
STU0430,11-09-2024,PRESENT,
STU0336,20-06-2025,PRESENT,
STU0509,22-06-2023,PRESENT,
STU0023,10-01-2026,PRESENT,
STU0066,27-03-2025,PRESENT,
STU0260,30-06-2025,PRESENT,
STU0023,30-04-2025,PRESENT,
STU0392,17-07-2023,PRESENT,
STU0286,03-06-2025,PRESENT,
STU0052,22-01-2024,PRESENT,
STU0254,02-07-2024,PRESENT,
STU0357,12-12-2023,ABSENT,Family event
STU0211,17-08-2024,PRESENT,
STU0188,05-01-2026,PRESENT,
STU0380,02-07-2024,PRESENT,
STU0185,23-09-2024,HALF_DAY,
STU0390,15-03-2025,PRESENT,
STU0316,02-06-2023,PRESENT,
STU0026,16-05-2024,PRESENT,
STU0216,16-04-2025,PRESENT,
STU0100,16-04-2025,LEAVE,
STU0105,28-08-2024,PRESENT,
STU0380,22-08-2025,LATE,
STU0100,22-11-2025,PRESENT,
STU0026,02-11-2024,ABSENT,Sick
STU0382,05-02-2024,PRESENT,
STU0086,27-04-2023,PRESENT,
STU0274,28-08-2023,PRESENT,
STU0430,23-08-2025,PRESENT,
STU0343,07-06-2023,PRESENT,
STU0432,23-06-2025,ABSENT,Family event
STU0211,02-05-2025,PRESENT,
STU0389,02-09-2024,PRESENT,
STU0403,10-01-2026,PRESENT,
STU0370,26-09-2023,PRESENT,
STU0208,01-10-2024,PRESENT,
STU0392,13-06-2023,PRESENT,
STU0111,12-04-2024,PRESENT,
STU0457,09-11-2023,PRESENT,
STU0187,26-07-2024,LATE,
STU0405,16-04-2025,PRESENT,
STU0357,21-05-2024,PRESENT,
STU0343,13-02-2024,PRESENT,
STU0258,20-04-2023,PRESENT,
STU0187,27-03-2025,PRESENT,
STU0418,02-06-2023,PRESENT,
STU0336,10-01-2026,PRESENT,
STU0217,02-06-2025,PRESENT,
STU0241,26-07-2024,HALF_DAY,
STU0477,20-04-2023,PRESENT,
STU0476,02-11-2024,PRESENT,
STU0033,29-10-2025,PRESENT,
STU0418,29-01-2024,PRESENT,
STU0356,12-12-2023,PRESENT,
STU0150,09-07-2025,PRESENT,
STU0509,19-03-2024,PRESENT,
STU0438,12-12-2023,PRESENT,
STU0389,28-03-2025,PRESENT,
STU0112,01-07-2024,PRESENT,
STU0166,27-04-2023,PRESENT,
STU0157,02-11-2024,ABSENT,
STU0026,06-02-2025,PRESENT,
STU0150,20-06-2025,PRESENT,
STU0452,12-04-2024,PRESENT,
STU0207,05-08-2024,PRESENT,
STU0016,02-07-2024,PRESENT,
STU0067,03-11-2025,PRESENT,
STU0033,10-01-2026,PRESENT,
STU0429,12-04-2025,LATE,
STU0342,02-11-2024,LATE,
STU0071,09-07-2025,PRESENT,
STU0336,17-11-2023,PRESENT,
STU0211,13-02-2024,PRESENT,
STU0067,16-12-2025,PRESENT,
STU0452,02-09-2024,PRESENT,
STU0242,26-11-2024,PRESENT,
STU0211,12-12-2023,PRESENT,
STU0260,12-02-2026,PRESENT,
STU0230,30-11-2023,PRESENT,
STU0057,02-06-2023,PRESENT,
STU0275,29-05-2024,PRESENT,
STU0370,17-07-2023,PRESENT,
STU0188,30-10-2025,ABSENT,
STU0217,12-05-2025,PRESENT,
STU0230,09-12-2023,PRESENT,
STU0208,05-08-2024,PRESENT,
STU0298,06-09-2023,PRESENT,
STU0078,27-04-2023,PRESENT,
STU0361,15-03-2024,PRESENT,
STU0186,19-06-2023,PRESENT,
STU0041,20-02-2026,PRESENT,
STU0476,15-07-2024,PRESENT,
STU0450,03-06-2023,PRESENT,
STU0206,04-03-2024,PRESENT,
STU0260,05-09-2025,PRESENT,
STU0303,05-04-2024,HALF_DAY,
STU0276,15-07-2024,ABSENT,
STU0033,28-08-2025,PRESENT,
STU0217,12-02-2026,PRESENT,
STU0258,12-03-2024,PRESENT,
STU0272,12-05-2025,PRESENT,
STU0216,03-02-2026,PRESENT,
STU0395,20-02-2025,PRESENT,
STU0493,08-02-2024,PRESENT,
STU0110,03-12-2024,PRESENT,
STU0206,12-03-2024,PRESENT,
STU0110,02-09-2024,PRESENT,
STU0336,06-09-2023,PRESENT,
STU0438,01-03-2024,ABSENT,Sick
STU0289,22-08-2025,PRESENT,
STU0260,30-10-2025,PRESENT,
STU0289,16-12-2025,PRESENT,
STU0150,14-04-2025,PRESENT,
STU0370,08-02-2024,PRESENT,
STU0105,08-03-2025,PRESENT,
STU0222,15-03-2025,PRESENT,
STU0044,05-04-2024,PRESENT,
STU0166,20-04-2023,PRESENT,
STU0287,12-01-2026,PRESENT,
STU0316,04-03-2024,PRESENT,
STU0126,04-07-2024,PRESENT,
STU0336,03-02-2026,PRESENT,
STU0066,31-07-2024,PRESENT,
STU0256,22-08-2025,PRESENT,
STU0342,26-07-2024,PRESENT,
STU0390,28-03-2025,PRESENT,
STU0111,03-10-2023,PRESENT,
STU0270,01-07-2024,PRESENT,
STU0208,21-05-2024,PRESENT,
STU0303,30-07-2024,LATE,
STU0298,05-02-2024,PRESENT,
STU0067,14-07-2025,ABSENT,Not informed
STU0086,13-06-2023,PRESENT,
STU0147,13-06-2023,LEAVE,Medical leave
STU0272,10-09-2025,PRESENT,
STU0298,17-07-2023,ABSENT,
STU0041,12-04-2025,PRESENT,
STU0023,03-02-2026,PRESENT,
STU0269,20-02-2025,PRESENT,
STU0162,11-06-2024,PRESENT,
STU0046,02-02-2026,PRESENT,
STU0357,19-06-2023,PRESENT,
STU0272,28-08-2025,PRESENT,
STU0067,08-12-2025,HALF_DAY,
STU0332,03-02-2026,PRESENT,
STU0342,01-10-2024,PRESENT,
STU0023,04-06-2025,PRESENT,
STU0278,28-08-2025,LEAVE,
STU0180,05-02-2024,PRESENT,
STU0286,14-04-2025,PRESENT,
STU0456,23-09-2024,PRESENT,
STU0269,26-07-2024,PRESENT,
STU0452,20-02-2025,PRESENT,
STU0147,03-10-2023,PRESENT,
STU0079,24-04-2023,PRESENT,
STU0212,23-06-2025,PRESENT,
STU0392,07-06-2023,PRESENT,
STU0111,12-02-2025,LATE,
STU0086,10-05-2023,PRESENT,
STU0206,08-07-2023,ABSENT,Not informed
STU0325,27-06-2024,PRESENT,
STU0241,12-04-2024,PRESENT,
STU0311,30-10-2025,PRESENT,
STU0390,15-07-2024,PRESENT,
STU0147,14-07-2025,PRESENT,
STU0034,29-01-2024,PRESENT,
STU0195,12-02-2026,PRESENT,
STU0461,01-10-2024,PRESENT,
STU0343,19-06-2023,PRESENT,
STU0278,30-04-2025,PRESENT,
STU0052,31-07-2023,PRESENT,
STU0356,13-02-2024,LEAVE,Family function
STU0307,14-04-2025,PRESENT,
STU0456,01-10-2024,PRESENT,
STU0157,15-10-2024,PRESENT,
STU0185,31-07-2024,PRESENT,
STU0278,23-06-2025,PRESENT,
STU0136,19-04-2025,PRESENT,
STU0209,08-12-2025,PRESENT,
STU0026,08-03-2025,PRESENT,
STU0147,27-04-2023,PRESENT,
STU0450,03-10-2023,PRESENT,
STU0026,19-11-2024,LATE,
STU0147,17-07-2023,PRESENT,
STU0008,07-06-2023,PRESENT,
STU0367,08-12-2025,PRESENT,
STU0039,03-02-2026,PRESENT,
STU0041,30-04-2025,ABSENT,Family event
STU0052,01-02-2024,PRESENT,
STU0078,30-04-2025,PRESENT,
STU0143,30-07-2024,PRESENT,
STU0456,26-09-2024,PRESENT,
STU0357,10-05-2023,PRESENT,
STU0319,20-02-2025,PRESENT,
STU0357,13-02-2024,ABSENT,Sick
STU0274,15-03-2024,PRESENT,
STU0152,08-12-2025,LATE,
STU0125,28-03-2025,PRESENT,
STU0111,24-04-2023,ABSENT,Family event
STU0057,08-02-2024,PRESENT,
STU0491,08-07-2023,PRESENT,
STU0211,24-04-2023,LATE,
STU0342,06-07-2024,PRESENT,
STU0429,23-06-2025,PRESENT,
STU0150,16-04-2025,PRESENT,
STU0324,30-08-2023,PRESENT,
STU0361,02-06-2023,PRESENT,
STU0356,04-03-2024,PRESENT,
STU0403,14-06-2025,PRESENT,
STU0356,05-02-2024,PRESENT,
STU0430,12-05-2025,PRESENT,
STU0078,19-02-2026,PRESENT,
STU0101,27-03-2025,PRESENT,
STU0349,04-03-2024,ABSENT,
STU0370,07-06-2023,PRESENT,
STU0206,03-10-2023,PRESENT,
STU0078,03-10-2023,LATE,
STU0195,14-04-2025,PRESENT,
STU0100,03-02-2026,PRESENT,
STU0258,13-02-2024,PRESENT,
STU0403,20-02-2026,PRESENT,
STU0403,05-01-2026,PRESENT,
STU0278,02-05-2025,ABSENT,Not informed
STU0429,22-11-2025,PRESENT,
STU0211,02-02-2026,PRESENT,
STU0061,27-06-2024,PRESENT,
STU0150,12-05-2025,LATE,
STU0286,23-12-2025,PRESENT,
STU0343,04-03-2024,PRESENT,
STU0053,12-05-2025,PRESENT,
STU0022,14-04-2023,ABSENT,
STU0008,20-04-2023,ABSENT,
STU0336,08-01-2026,PRESENT,
STU0477,02-06-2023,PRESENT,
STU0111,26-09-2023,PRESENT,
STU0392,30-08-2023,PRESENT,
STU0230,27-04-2023,PRESENT,
STU0206,28-08-2023,ABSENT,Not informed
STU0258,30-11-2023,PRESENT,
STU0389,04-07-2024,PRESENT,
STU0064,20-04-2023,PRESENT,
STU0307,13-01-2026,PRESENT,
STU0478,29-01-2024,PRESENT,
STU0269,10-12-2024,ABSENT,Family event
STU0485,06-01-2024,PRESENT,
STU0367,14-07-2025,PRESENT,
STU0057,10-05-2023,PRESENT,
STU0110,18-06-2024,PRESENT,
STU0390,26-07-2024,PRESENT,
STU0438,03-06-2023,PRESENT,
STU0143,01-07-2024,PRESENT,
STU0380,30-07-2024,LATE,
STU0478,06-09-2023,PRESENT,
STU0100,02-02-2026,PRESENT,
STU0216,10-09-2025,PRESENT,
STU0180,22-06-2023,PRESENT,
STU0078,22-11-2025,PRESENT,
STU0016,10-12-2024,PRESENT,
STU0053,05-01-2026,PRESENT,
STU0307,03-02-2026,PRESENT,
STU0008,08-02-2024,HALF_DAY,
STU0152,22-11-2025,PRESENT,
STU0147,13-02-2024,PRESENT,
STU0289,23-12-2025,PRESENT,
STU0079,19-12-2023,PRESENT,
STU0254,01-07-2024,LATE,
STU0324,03-06-2025,HALF_DAY,
STU0053,30-06-2025,PRESENT,
STU0016,18-06-2024,PRESENT,
STU0324,03-11-2025,ABSENT,Family event
STU0325,30-07-2024,PRESENT,
STU0046,08-12-2025,PRESENT,
STU0207,02-09-2024,HALF_DAY,
STU0395,29-05-2024,PRESENT,
STU0152,09-07-2025,PRESENT,
STU0100,14-07-2025,PRESENT,
STU0476,30-09-2024,PRESENT,
STU0126,05-08-2024,LATE,
STU0509,21-02-2024,PRESENT,
